course_code,lang,section,semester,prof_name,course_name,credits,exam_form,workload,type,keywords,available_programs,course_url
AR-327,english,AR,summer,"Gilliard Damien Lambert Alain Félicien, Weinand Yves",Introduction to computational architecture,3,During the semester,2hrs/week,mandatory,"['computational-thinking', 'architecture', 'coding', '3d-modeling', 'architecture-programming']","['Architecture BA6', 'Architecture BA6']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2913994371&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=fr
AR-329,english,AR,winter,Schaerer Philipp Christian,Constructing the view: built images,3,During the semester,4hrs/week,mandatory,"['image', 'pictorial representation', 'visual perception', 'gestalt psychology', 'illusion', 'reading images', 'image-design element', 'visual composition', 'digital image technologies', 'image processing', 'montage', 'architectural representation', 'the real and the imaginary']","['Architecture BA5', 'Architecture BA5', 'Passerelle HES - AR Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2914015065&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936286&ww_c_langue=fr
AR-339,french,AR,summer,Marino Giulia,Designing built heritage: Tools and methods,3,During the semester,2hrs/week,mandatory,"['diagnostic', 'théories de la sauvegarde', 'valeur patrimoniale', 'pratiques de la sauvegarde', 'conservation', 'restauration', 'consolidation']","['Architecture BA6', 'Architecture BA6']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2210071673&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-340,french,AR,winter,"Hosta Julien Juan, Lambec Barbara Ludivine Justine, Cauderay Elsa, Zurbrügg Peter",Building technology V,5,During the semester,6hrs/week,mandatory,"['industrie de la construction', 'système constructif', 'culture du bâti', 'nature', 'ingénierie', 'législation environnementale', 'architecture bioclimatique', 'analyse de cycle de vie', 'énergie grise', 'enveloppe du bâtiment', 'bilan thermique', 'processus de construction', 'représentation technique', 'détail constructif', 'prédimensionnement', 'artisanat']","['Architecture BA5', 'Architecture BA5', 'Passerelle HES - AR Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2502477393&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-341,french,AR,summer,"Zurbrügg Peter, Lambec Barbara Ludivine Justine, Vacat .",Building technology VI,5,During the semester,6hrs/week,mandatory,"[""méthode d'étude de cas"", ""modélisation de l'anatomie et de la performance des bâtiments"", 'analyse multidimensionnelle', 'descriptions techniques', 'développement de la façade', 'approche bioclimatique', 'processus de construction', 'repreì\x81sentation technique', 'deì\x81tail constructif', 'preì\x81dimensionnement', 'artisanat.']","['Architecture BA6', 'Architecture BA6']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2502477409&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-347,english,AR,summer,Nichols Sarah,Under construction,2,During the semester,2hrs/week,mandatory,[],"['Architecture BA6', 'Architecture BA6', 'Passerelle HES - AR Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3485404827&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=fr
AR-361,english,AR,summer,Jessel Beate,History of park and garden design,3,During the semester,2hrs/week,mandatory,"['historical gardens', 'garden history', 'urban planning', 'garden city', 'public parks', 'reference to nature']","['Architecture BA6', 'Architecture BA6', 'Architecture MA2', 'Architecture MA4']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3880457352&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=fr
AR-362,french,AR,winter,Cogato Lanza Elena,Theory of urbanism,4,Oral,4hrs/week,mandatory,"['urbanisme', 'ville', 'modèle', 'théorie', 'palimpseste', 'nature', 'métropole', 'émancipation']","['Architecture BA5', 'Architecture BA5']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2502432340&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-363,french,AR,winter,"Patteeuw Véronique Ivonne M., Szacka-Marier Catherine Léa",Architecture in the age of acceleration,4,Written,4hrs/week,mandatory,"['écologie', 'contradiction', 'mémoire', 'technologie', 'le commun', 'populisme', 'participation', 'adhocism', 'régionalisme critique', 'transformation', 'résilience']","['Architecture BA5', 'Architecture BA5', 'Passerelle HES - AR Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3880828164&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-401(a),english,AR,winter,Viganò Paola,Studio MA1 (Vigano),12,During the semester,6hrs/week,mandatory,"['highways', 'urban environments', 'requalification', 'counter-projects', 'movement']","['Architecture MA1', 'Architecture MA3', 'AR Exchange Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1686570824&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683147&ww_c_langue=en
AR-401(ad),french,AR,winter,Delhay Sophie Laurence Geneviève,Studio MA1 (Delhay),12,During the semester,6hrs/week,mandatory,"['architecture', 'habitat', 'logement', 'communs', 'saisonnalité', 'climat', 'energie', 'cuisine', 'domesticité', 'quotidien', 'corps', 'prototype', 'protocole', 'maisonnée', 'ressources', 'mutualisation', 'typologie']","['Architecture MA1', 'Architecture MA3', 'AR Exchange Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3222720376&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683147&ww_c_langue=en
AR-401(ag),,AR,winter,"Pratas Borges Tiago André, Fröhlich Martin",Studio MA1 (Fröhlich M. & A.),12,During the semester,6hrs/week,mandatory,"['type', 'typology greenhouse atmosphere bioclimatic architecture', 'biophilic design climatic types', 'thermodynamics transformation', 'reuse energy resources collective housing', 'intermediate spaces', 'inclusion']","['Architecture MA1', 'Architecture MA3', 'AR Exchange Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4526899347&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936286&ww_c_langue=en
AR-401(ah),english,AR,winter,Malterre-Barthes Charlotte,Studio MA1 (Malterre-Barthes),12,During the semester,6hrs/week,mandatory,"['territory', 'urbanism', 'architecture', 'labor', 'political economy', 'public service', 'étang de berre']","['Architecture MA1', 'Architecture MA3', 'AR Exchange Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3527948319&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683147&ww_c_langue=en
AR-401(ar),french,AR,winter,Devaux Claudia,Studio MA1 (Devaux),12,During the semester,6hrs/week,mandatory,"['patrimoine', 'déjà-là', 'existant', 'ressources', 'réhabilitation', 'restauration', 'transformation', 'création', 'relevé', 'diagnostic', 'hennebique', 'gare', 'halle', 'béton', 'performance énergétique', 'bioclimatisme']","['Architecture MA1', 'Architecture MA3', 'AR Exchange Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3952512265&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683147&ww_c_langue=en
AR-401(aw),english,AR,winter,"Donet Garcia Pablo José, Reimer Tanja",Studio MA1 (DOSCRE),12,During the semester,6hrs/week,mandatory,"['architecture', 'urbanism', 'typologies', 'ensemble', 'composite']","['Architecture MA1', 'Architecture MA3', 'AR Exchange Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4526888134&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683147&ww_c_langue=en
AR-401(ax),french,AR,winter,Naji Goeury Salima Magali,Studio MA1 (Naji),12,During the semester,6hrs/week,mandatory,"['ressource(s)', 'matière et materiaux', 'métabolisme urbain', 'sédimentation', 'réhabilitation', 'paléo-innovation', ""décoloniser l'architecture"", 'cycles', 'circularité', 'métabolisme archhitectural', 'ecosystème(s)']","['Architecture MA1', 'Architecture MA3', 'AR Exchange Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4526959163&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936286&ww_c_langue=en
AR-401(ay),english,AR,winter,"Scheidegger Christian Eric, Keller Jürg Bernhard",Studio MA1 (Scheidegger et Keller),12,During the semester,6hrs/week,mandatory,[],"['Architecture MA1', 'Architecture MA3', 'AR Exchange Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4526974678&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683147&ww_c_langue=en
AR-401(az),english,AR,winter,"Schürch Tiziano, Rolli Rina Dorothea",Studio MA1 (Rolli et Schürch),12,During the semester,6hrs/week,mandatory,"['observation', 'care', 'context', 'dialogue', 'collaboration', 'minimal intervention', 'architectural potential', 'territorial acupuncture', 'architectural encounters', 'resilience', 'collective memory', 'public space', 'domesticity of public realm', 'social interaction', 'sustainability', 'local engagement', 'peripheral territories', 'aurigeno']","['Architecture MA1', 'Architecture MA3', 'AR Exchange Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4526976736&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683147&ww_c_langue=en
AR-401(ba),english,AR,winter,"Summa Florian Gregor, Femmer Anne",Studio MA1 (summacumfemmer),12,During the semester,6hrs/week,mandatory,[],"['Architecture MA1', 'Architecture MA3', 'AR Exchange Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4526992154&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936286&ww_c_langue=en
AR-401(h),,AR,winter,Weinand Yves,Studio MA1 (Weinand),12,During the semester,6hrs/week,mandatory,"['matériaux de construction durables', 'assemblage et démontage', 'architecture vernaculaire', 'numérisation', 'fabrication', 'ressources locales', ""réduction de l'empreinte carbone. sustainable construction materials"", 'assembly and disassembly', 'vernacular', 'digitization', 'local resources', 'reduction of carbon footpoints']","['Architecture MA1', 'Architecture MA3', 'AR Exchange Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=71471407&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936286&ww_c_langue=en
AR-401(j),,AR,winter,"Vannucci Riccardo, Tombesi Paolo",Studio MA1 (FAR),12,During the semester,6hrs/week,mandatory,"['coopération internationale', 'processus de conception et produit', 'intégration disciplinaire', 'contraintes de ressources', 'réactivité au (changement de) climat', 'autonomisation sociale', 'respect culturel. international cooperation', 'design process and product', 'disciplinary integration', 'resource constraints', 'climate (change) responsiveness', 'social empowerment', 'cultural respect']","['Architecture MA1', 'Architecture MA3', 'AR Exchange Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2601373582&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936286&ww_c_langue=en
AR-401(k),english,AR,winter,Huang Jeffrey,Studio MA1 (Huang),12,During the semester,6hrs/week,mandatory,[],"['Architecture MA1', 'Architecture MA3', 'AR Exchange Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=71471414&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683147&ww_c_langue=en
AR-401(n),french,AR,winter,Lapierre Eric,Studio MA1 (Lapierre),12,During the semester,6hrs/week,mandatory,"['architecture', ""théorie de l'architecture"", 'projet', 'monuments', 'forme architecturale', 'stockage', 'accumulation']","['Architecture MA1', 'Architecture MA3', 'AR Exchange Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2919445200&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936286&ww_c_langue=en
AR-401(z),french,AR,winter,Braghieri Nicola,Studio MA1 (Braghieri),12,During the semester,6hrs/week,mandatory,"['abandon', 'recolonisation résistance', 'résilience culture artisanale', 'civilisation machiniste construction', 'architecture analogie', 'allegorie topologie', 'typologie tradition', 'tectonique']","['Architecture MA1', 'Architecture MA3', 'AR Exchange Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2919444595&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936286&ww_c_langue=en
AR-402(a),english,AR,summer,Viganò Paola,Studio MA2 (Vigano),12,During the semester,6hrs/week,mandatory,"['highways', 'urban environments', 'requalification', 'counter-projects', 'movement']","['Architecture MA2', 'Architecture MA4', 'AR Exchange Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1686570790&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936295&ww_c_langue=en
AR-402(ad),french,AR,summer,Delhay Sophie Laurence Geneviève,Studio MA2 (Delhay),12,During the semester,6hrs/week,mandatory,"['architecture', 'habitat', 'logement', 'communs', 'transformation', 'alimentation', 'production', 'corps', 'territoire', 'grille']","['Architecture MA2', 'Architecture MA4', 'AR Exchange Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3222772532&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936295&ww_c_langue=en
AR-402(ag),,AR,summer,"Pratas Borges Tiago André, Fröhlich Martin",Studio MA2 (Fröhlich M. & A.),12,During the semester,6hrs/week,mandatory,"['type', 'typology greenhouse atmosphere bioclimatic architecture', 'biophilic design climatic types', 'thermodynamics transformation', 'reuse energy resources collective housing', 'intermediate spaces', 'inclusion']","['Architecture MA2', 'Architecture MA4', 'AR Exchange Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3222774938&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936295&ww_c_langue=en
AR-402(ah),english,AR,summer,Malterre-Barthes Charlotte,Studio MA2 (Malterre-Barthes),12,During the semester,6hrs/week,mandatory,"['architecture', 'urbanism', 'practice', 'labor', 'political economy']","['Architecture MA2', 'Architecture MA4', 'AR Exchange Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3222772562&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683147&ww_c_langue=en
AR-402(ar),french,AR,summer,Devaux Claudia,Studio MA2 (Devaux),12,During the semester,6hrs/week,mandatory,"['patrimoine', 'déjà-là', 'existant', 'ressources', 'réhabilitation', 'restauration', 'transformation', 'création', 'surélévation', 'relevé', 'diagnostic', 'epfl', 'campus', 'bioclimatisme']","['Architecture MA2', 'Architecture MA4', 'AR Exchange Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3952538591&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936295&ww_c_langue=en
AR-402(av),english,AR,summer,"Samovich Valeriia, Belkhodja Ahmed Mahdi, Touças Magalhães Filipe André, Afonso Ferreira Soares Ana Luisa",Studio MA2 (fala),12,During the semester,6hrs/week,mandatory,[],"['Architecture MA2', 'Architecture MA4', 'AR Exchange Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4001153627&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683147&ww_c_langue=en
AR-402(aw),english,AR,summer,"Reimer Tanja, Donet Garcia Pablo José",Studio MA2 (DOSCRE),12,During the semester,6hrs/week,mandatory,"['architecture', 'urbanism', 'typologies', 'ensemble', 'composite']","['Architecture MA2', 'Architecture MA4', 'AR Exchange Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4527130365&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936295&ww_c_langue=en
AR-402(ax),french,AR,summer,Naji Goeury Salima Magali,Studio MA2 (Naji),12,During the semester,6hrs/week,mandatory,[],"['Architecture MA2', 'Architecture MA4', 'AR Exchange Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4527260142&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683147&ww_c_langue=en
AR-402(ay),english,AR,summer,"Keller Jürg Bernhard, Scheidegger Christian Eric",Studio MA2 (Scheidegger et Keller),12,During the semester,6hrs/week,mandatory,[],"['Architecture MA2', 'Architecture MA4', 'AR Exchange Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4527261515&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936295&ww_c_langue=en
AR-402(az),english,AR,summer,"Rolli Rina Dorothea, Schürch Tiziano",Studio MA2 (Rolli et Schürch),12,During the semester,6hrs/week,mandatory,[],"['Architecture MA2', 'Architecture MA4', 'AR Exchange Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4527262923&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936295&ww_c_langue=en
AR-402(h),,AR,summer,Weinand Yves,Studio MA2 (Weinand),12,During the semester,6hrs/week,mandatory,"['bois', 'durabilité', 'vernaculaire', 'réutilisation', 'numérisation', 'fabrication', 'assemblage', 'local', 'ressources', 'numérique', 'paramétrique']","['Architecture MA2', 'Architecture MA4', 'AR Exchange Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=71472292&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936295&ww_c_langue=en
